date,FITB,SRE,CTL,JWN,DIS,PMCS,PGR,SWK,GE,CMA,CL,HPQ,PH,COL,MDP,KMB,F,Q,AXP,MIL,DVN,MHS,HSY,RAI,AGN,CAG,BDK,PLD,IP,WMT
2005-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-04,-0.015559486339116718,-0.007345400957690831,-0.015851110944549225,-0.025852221084553755,-0.02079121982796145,-0.04766995927281291,-0.01650367087808382,-0.02386246704486782,-0.019661775598617058,-0.012719310954350402,-0.012603636799929818,-0.012056233142856969,-0.028895908787385776,-0.027819779486745834,-0.015113501581414578,-0.00577382622580028,-0.011605513697800836,0.0014781412404941147,-0.0276114321995364,-0.017068572785766015,-0.011102339406450171,-0.00042497625647893236,0.0043859458385544425,-0.014619582000406828,-0.020438969236726723,-0.0023624071134219476,-0.021464914140028643,-0.0261339275846797,-0.03539473707412948,-0.006936759599897987
2005-01-05,-0.014425254391707462,-0.01481552198881582,-0.02094173012653683,0.0347631949883393,-0.007126489658625537,-0.031968697410700735,-0.0009347385166883431,-0.0006331906973235206,-0.0011277349665662897,-0.008518367881051914,-0.02449554816157155,0.001418615243721731,-0.015716888916651607,-0.004952008896200324,-0.007937742525631973,-0.016717446655395294,-0.009497645487296015,-0.0032047411381518455,-0.010841906479017806,-0.010293753903025143,-0.01886876243849403,0.011605962103106583,-0.023563335736608817,-0.0045618026466765355,-0.0029966340001322885,-0.01094887058247581,-0.012436118731118445,-0.027374256397131085,0.015165292121987145,0.0005144150953433808
2005-01-06,-0.0007132623735500829,0.008421341053424717,0.01326082812112049,0.013403215175704397,0.004178502417772333,-0.0030764289571553844,0.006089827833304819,-0.014678439149998718,0.006987601652787605,0.002716917092524049,0.02456219619790241,-0.0010434562017452302,0.00487515974131922,-0.011640334652995096,-0.005672661335586317,0.015298306838180217,-6.115354075749823e-05,0.017824990191661283,-0.0024175814150257323,0.019930054590997514,0.014679635348882156,0.00906587085519732,-0.004621936888732569,-0.001079611647764828,-5.058772240948894e-05,0.010789900017156783,-0.02008490207592638,-0.001092205487553734,-0.000899492080961831,0.013144179033707452
2005-01-07,-0.007810129303661838,0.0027384365227511812,0.00492437131511261,0.006396065695566063,-0.008509554507899711,-0.005780284000653464,-0.008688635737612034,0.005618679517642992,0.0016166176401236129,-0.005815007478973882,0.007018071532047674,-0.002928238118175533,-0.00801546981310189,0.006824616732763368,-0.004768187440769404,-0.0021846332587968876,0.01911153342458402,0.01464162003865321,-0.0022427428059049147,-0.0009620810643253899,-0.00092704811855712,-0.0022796308601514756,0.010313107860502583,0.006184556059681735,-0.0025502058006679207,-0.004632256516759567,-0.007509600112665715,0.008940605398746042,0.004690087386258488,-0.0004991328006688229
2005-01-10,0.0017378818182975484,0.0027977047895738957,-0.011566148719856782,0.009846951796364516,0.0060001525311661795,-0.00909229728746053,-0.004563233504175828,0.0023185173084105883,-0.0025153129802110586,0.0034032800343308787,0.010224404607504383,0.0009089341445215778,0.008663395615736435,-0.0015902551595506488,-0.002845161132776949,0.006784981014354058,-0.00847727093763243,-0.021441455983593333,0.002137928163643991,0.00733614144268343,0.01730129186993471,0.00034709448549256547,0.005340064987875856,0.014130850534752626,0.016984883037814265,0.003454941842970564,0.0121414698762366,-0.014841834118322697,0.004999131280880893,-0.003757338458932516
2005-01-11,-0.01595086486805585,-0.005350104066622247,-0.008231257899366103,-0.008137541979787185,-0.005882902431364833,-0.03260976500328579,-0.01765707961683614,-0.005367923383747527,-0.014949708083691619,-0.0026342449956967408,-0.0030013047217359264,-0.04045267853709423,-0.007294119672997705,-0.013139135074079827,-0.006420458429740294,-0.008893179477987954,-0.0031603534270226684,-0.020356014858581788,-0.016202651264471145,-0.01333921431175615,0.0037439104850922867,-0.014847758558314737,0.006359135879194783,-0.013956413301030977,-0.012568973170980595,-0.005521576474304153,-0.012091110642442254,-0.026802288579689297,-0.013913175506906444,-0.005142088020804255
2005-01-12,-0.021053041284946165,-0.010400085347043128,-0.010740030622218077,-0.00984819742454249,0.01681123973467897,0.00954827654718012,-0.005572606542701723,0.0012984946000072608,0.0067190530604577855,-0.01488186762959447,-0.005700289561046568,-0.002323699437487823,0.0035344831284159434,0.058656979012157884,-0.007070970845102255,0.00792965736574595,-0.015092288303009967,-0.0022738451047251695,-0.010225898821180367,0.0006392914393669059,0.008616489819649874,-0.0005547655943101549,0.000895265937018341,-0.0006176099807299678,-0.001513531919418162,0.0013997975050081114,-0.0037402910421929295,-0.014205339649044338,0.010780888803831162,0.008573035412838959
2005-01-13,-0.0034871060052817926,0.009419680095676064,-0.0028938534736416355,0.0009866348271161168,0.007463542885623535,-0.02091736517108682,-0.004735406786683556,-0.0016981362938966983,-0.013515995124094526,-0.010245688528560785,-0.002693744810830515,-0.002052599394270181,0.007598765747715383,0.02480325046035623,-6.313398778606469e-06,-0.010429587776260584,-0.019443747381645237,-0.03180255279808243,-0.0039055805155862947,-0.0234591524244502,0.0021527950684719853,-0.005232585775653762,-0.008176796722576775,0.012468237953993988,-0.006619401189104472,0.005750888494504946,0.004230913243291767,-0.013460858083862753,-0.010071104312511925,-0.001191532682093304
2005-01-14,-0.0011350609429219545,0.007535996310534076,0.002393582625345904,0.007627960728282512,0.014915074647799982,-0.0024085055348556893,-0.0032178941461179886,0.00968075900169514,-0.001263845668621139,0.0020048337738614117,0.0012052779876098722,0.00207671914208637,0.010581269049107132,0.0046602491052731105,-0.0035340057696110426,0.008072139616297196,-0.013834947813113504,0.01027974240065991,-0.013135344159156705,-0.010202855240247756,0.008543731940317007,-0.0033671143316035936,0.009100629215916919,0.008792833200725632,0.010815288082069725,-0.0004914243276080627,0.02191388714702657,-0.01595489653362555,-0.010848450682556401,0.003796816868607645
