,A,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,AIZ,AKAM,ALL,ALLE,ALXN,AMAT,AME,AMG,AMGN,AMP,AMT,AMZN,AN,ANTM,AON,APA,APD,APH,ATI,AVB,AVGO,AVP,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BDX,BEN,BF,BIIB,BK,BLK,BLL,BMY,BRK,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBS,CCI,CCL,CELG,CERN,CF,CHK,CHRW,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNP,CNX,COF,COG,COP,COST,CPB,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,D,DAL,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DLTR,DNR,DO,DOV,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQR,EQT,ES,ESS,ETFC,ETN,ETR,EW,EXC,EXPD,EXPE,F,FAST,FB,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FLIR,FLR,FLS,FMC,FOSL,FSLR,FTR,GD,GE,GILD,GIS,GLW,GM,GME,GNW,GOOG,GOOGL,GPC,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HCN,HCP,HD,HES,HIG,HOG,HON,HP,HPQ,HRB,HRL,HST,HSY,HUM,IBM,ICE,IFF,INTC,INTU,IP,IPG,IR,IRM,ISRG,ITW,IVZ,JCI,JEC,JNJ,JNPR,JPM,JWN,K,KEY,KIM,KLAC,KMB,KMI,KMX,KO,KR,KSS,KSU,L,LB,LEG,LEN,LH,LLY,LM,LMT,LNC,LOW,LRCX,LUV,LYB,M,MA,MAC,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MHK,MKC,MLM,MMC,MMM,MNK,MNST,MO,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTB,MU,MUR,MYL,NAVI,NBL,NBR,NDAQ,NE,NEE,NEM,NFLX,NI,NKE,NLSN,NOC,NOV,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NWSA,OI,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PBI,PCAR,PCG,PDCO,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKI,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,QCOM,QEP,R,RCL,REGN,RF,RHI,RIG,RL,ROK,ROP,ROST,RRC,RSG,RTN,SBUX,SCHW,SEE,SHW,SJM,SLB,SNA,SO,SPG,SRCL,SRE,STI,STT,STX,STZ,SWK,SWN,SYK,SYMC,SYY,T,TAP,TDC,TEL,TGT,THC,TIF,TJX,TMO,TRIP,TROW,TRV,TSCO,TSN,TXN,TXT,UHS,UNH,UNM,UNP,UPS,URBN,URI,USB,UTX,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WFC,WHR,WM,WMB,WMT,WU,WY,WYNN,XEC,XEL,XLNX,XOM,XRAY,XRX,XYL,YUM,ZION,ZTS
A,0.0002119180990883573,9.944359580756532e-05,0.00010254090319952902,6.961103909421237e-05,0.00011121221984683597,9.564458511385977e-05,0.0001222994309525866,0.00012189451017625058,7.80295187266393e-05,8.46305770683096e-05,0.0001058962040260588,0.00014874590069450657,2.7144487421539867e-05,2.220986306878525e-05,7.029651213070456e-05,6.702869108217729e-05,8.293502145759906e-05,8.233985457870855e-05,5.0533534274145845e-05,6.209737684794339e-05,0.00011149514478464895,6.129633754745692e-05,9.102066899079075e-05,0.00013577036248853854,0.00014199215254646726,0.00010045090809070669,0.00012420920548864806,0.00010728634862391992,0.0001254462826142337,5.040316432330876e-05,0.0001055447158275455,7.756581337426407e-05,8.627529976865097e-05,7.548945563135133e-05,0.0001182708826277863,8.800197646459644e-05,9.995300413526018e-05,0.000170009142279995,4.3912552776549966e-05,0.00012500618992544678,0.00015141572778894373,9.679042647499845e-05,8.079784512690168e-05,4.705681511011268e-05,9.801678502312842e-05,0.00011226399025895969,8.929426113490647e-05,7.124119551185507e-05,8.440574813957426e-05,9.295796380663999e-05,9.72536354995332e-05,0.00010753459090452258,6.267532361816766e-05,0.00010594320174471238,9.663142258130822e-05,0.0001158651002227724,7.967277305151473e-05,7.892728925640533e-05,7.90935737656913e-05,0.00011772652025099341,0.00012283081901186783,6.534549853856719e-05,0.0001178013998965101,5.1394385791667956e-05,8.176742698383397e-05,0.00012208601231144736,6.27123290447136e-05,7.3010317084388e-05,4.091364427373147e-05,9.463957734257602e-05,0.00010133346695067362,8.592197510423287e-05,0.00010208815786504257,0.00017191398465539958,6.647622858631111e-05,7.969918055531875e-05,6.878240727553347e-05,4.974843381449429e-05,3.0799544249889704e-05,0.00011125202992682539,6.545844074767922e-05,5.52372218614585e-05,5.7369454903727764e-05,9.749561738501642e-05,2.1391301609601805e-05,4.7803061053029416e-05,0.0001238410582193757,0.00010183193357320263,7.579506764367545e-05,9.687964551555269e-05,5.163693684152539e-05,3.12533946150633e-05,0.0001294729099805462,9.85543479364988e-05,9.510151543015461e-05,8.707566529949032e-05,6.276610938144813e-05,9.50025648798796e-05,9.381411316000664e-05,6.475687402361808e-05,7.787281945993389e-05,2.365384261390124e-05,0.0001010325514587047,0.00010445033618258336,9.080615732748265e-05,5.125861352698175e-05,8.259157870537665e-05,9.677504308422761e-05,0.00010323884284828858,6.18829667241115e-05,7.734034173443872e-05,7.696136070538904e-05,5.692529620836952e-05,0.0002077991137803307,0.00011125657726076194,0.00010034955072974542,5.319259204291346e-05,2.1767774419125154e-05,1.948730806775741e-05,7.69183450228304e-05,0.00012419936063497582,9.818713547652003e-05,9.661496108454747e-05,7.590939930764548e-05,1.4814313320995553e-05,8.321348413325523e-05,3.0332431908656406e-05,7.162548163513112e-05,0.00010812151476002026,0.00010140397976261315,9.408567833066555e-05,4.7171960738597015e-05,8.140543143025629e-05,2.1374602990296135e-05,4.7396435308421354e-05,0.00012978184716250018,0.00010851248282335102,2.8113624662128688e-05,0.00011509616762135828,3.338378828411766e-05,7.735682026579192e-05,9.470768752965117e-05,8.120168364416382e-05,8.668928499137849e-05,9.29173730462277e-05,0.00018544252326204512,0.00010145413605876166,3.1332127722852894e-05,8.799794046025841e-05,8.357895120566403e-05,8.239944364091157e-05,9.670973975127479e-05,9.11594630202003e-05,0.00011368915909151858,0.00011536351644680763,0.0001113895204142076,0.0001285070438706221,0.00011494388781930378,0.00010821397228638632,8.208781926268314e-05,7.727710783822533e-05,9.511012172586522e-05,3.91996067961652e-05,0.00011300017807744814,8.85369732803296e-05,6.361600160042623e-05,0.00013692478336759195,9.535086254908374e-05,9.441572827446258e-05,7.088559675429534e-05,7.176747894245322e-05,8.210198480849866e-05,0.00010606944981611096,0.00010773419797158775,6.703641546594558e-05,0.00010082143907201955,7.091317046326056e-05,0.00010174035358519564,3.41271038146695e-05,3.46117598725687e-05,8.218316519880206e-05,0.00011779272232618381,7.263139731019756e-05,9.710414086664631e-05,8.632798371105004e-05,9.67114344289835e-05,0.00010848106681151709,6.16029811370467e-05,4.5548478375117e-05,9.007321731915273e-05,3.6959084717473945e-05,6.633371181976187e-05,7.934507838821231e-05,6.571928922195689e-05,7.702191493295937e-05,0.00010414605791424229,0.00010864331835861875,0.00010369784904365436,8.153469565173158e-05,9.931492148225715e-05,5.702240180294957e-05,0.00012082033796635229,9.750876252939171e-05,0.00012391193370322114,9.302608387334628e-05,9.389264365478179e-05,6.087645470047263e-05,8.910286380164737e-05,9.831791343813968e-05,7.316129732559761e-05,3.817025136281873e-05,0.00010659622645825266,5.242388449681106e-05,0.00012021535338753718,4.0939520414454046e-05,8.265798504195744e-05,9.357984480264562e-05,3.636168210595369e-05,3.87850697290558e-05,6.843985190632787e-05,8.650023442557257e-05,7.515463874765886e-05,6.644677913956227e-05,8.587573441344202e-05,9.221835789072662e-05,8.215399518234877e-05,7.489658689553858e-05,0.00010695934995968945,5.970430367867369e-05,0.0001346952670639899,8.267059894632713e-05,0.00013679800833733553,8.510211514053697e-05,0.00010579374497334086,6.797864918107621e-05,0.0001115705200352304,5.7392430963066166e-05,0.00010186582938560894,0.00010609421172835817,7.562355139218757e-05,4.6306506983181416e-05,0.00012434929368986415,8.044798455514718e-05,0.00010834877142831356,6.523092333816502e-05,8.836592086554129e-05,0.00010735169432970835,9.46207970319634e-05,4.143831916006628e-05,8.578937254779688e-05,7.35188421187267e-05,8.871796268569404e-05,0.0001119504580297957,7.68164170799251e-05,3.916680643148613e-05,0.00011096992519686462,0.00012075196418377538,7.503013593500668e-05,0.00013793465856963945,0.00012252028502376646,0.00010857804277799854,6.965143525002764e-05,8.907320264162727e-05,0.0001680370409767763,0.00012239089990409127,0.00012346997879212902,9.393095943057191e-05,0.00011265534994655692,0.0001351284218266403,6.805352419247305e-05,0.00014276287243661782,2.30792877951973e-05,1.8711365556656134e-05,0.000128294737404936,3.16945873341215e-05,8.291190070110267e-05,8.272592707633399e-05,6.519847483333074e-05,0.0001003261405068842,9.760749745817634e-05,9.212650234254666e-05,0.00011193427735176807,0.00010876490235810178,0.00010956315170171673,0.00015639863589286707,9.819317343682983e-05,9.753950885163139e-05,0.0001227742696701354,9.317093115224394e-05,6.311104635318221e-05,9.116201898019498e-05,5.372457999047289e-05,8.004068190161594e-05,7.728504400576654e-05,8.273099283237273e-05,0.00010727268976864865,0.00010399370629888901,5.3025277975644843e-05,7.80905162186537e-05,2.858300776364119e-05,3.861995388249478e-05,7.374843171553666e-05,0.0001149849931105618,3.995796572994847e-05,6.630024855133015e-05,0.0001101603135661348,8.7553280680504e-05,0.00014553593451446678,6.603818284475604e-05,4.801533846226486e-05,9.077498630429644e-05,0.00010379172197916879,2.228265689994925e-05,9.508512104826434e-05,3.70704984477731e-05,8.951037646887542e-05,0.00011637337824394123,3.153708863889929e-05,8.757596440993939e-05,0.00010389977197816575,0.00010054988043843033,9.65267225764326e-05,9.12783260187796e-05,0.0001395875922178026,0.0001162883335321379,0.00011888800071113008,0.00011194925769087985,0.00011156558876811658,0.0001067301656441047,0.0001357613052193958,8.846831599730816e-05,0.00011346843918657078,9.788819152306242e-05,6.868504794774327e-05,0.00010015718228570737,4.8512796611418336e-05,6.388141773614622e-05,7.00348420536712e-05,0.0001307756706772727,8.125294547097441e-05,8.972047702249293e-05,3.27595733296553e-05,8.218188994959989e-05,8.985421666828502e-05,1.4965166776492764e-05,4.245911565266817e-05,6.824933596510322e-05,3.5021737366678115e-05,9.839409178288035e-05,0.00011753253204764417,0.00013306307082243453,5.785482618369616e-05,0.00011161333927240591,0.00011118351913211691,8.764031064055655e-05,8.668095552065521e-05,4.560902533085816e-05,4.010461602041135e-05,6.120928557004155e-05,0.00011071122580382126,0.00010978101153905961,5.110857840422774e-05,0.00014863470923854138,0.00010205507777588463,6.667947840741426e-05,0.0001406428579290481,0.00011190768683350082,0.0001003870136449452,6.209843610327899e-05,8.168012253154903e-05,5.049049500735322e-05,0.00011054404038367929,0.00010468350468609431,8.28617755576667e-05,8.40840279350987e-05,0.00010939953463304456,9.199409983990647e-05,6.794427644339922e-05,8.603576896965203e-05,0.00015672133141936026,8.245459667502591e-05,8.47337256507331e-05,0.00010192036134039941,0.0001037075353398714,7.898011516510714e-05,8.406692668568528e-05,9.96808708697468e-05,8.768752393859328e-05,6.032329698903508e-05,0.00010231964907463193,0.00014022705499868826,3.327836729533487e-05,3.647941598305969e-05,0.00012970052058454355,7.748514058077432e-05,0.00014633464333471333,1.939963527296133e-05,8.499696222427682e-05,9.63148318914854e-05,4.8468036267334565e-05,0.00012743048713056686,4.8062153980628346e-05,7.918259656311506e-05,8.288297427868694e-05,0.0001288083386193418,0.00010780857363502548,2.119802953655747e-05,0.00011356180774691623,6.782816074779249e-05,7.535659372815022e-05,0.00010372842981795866,9.976504720490274e-05,6.96693928436476e-05,0.00010670761708221654,9.947424104685856e-05
AAPL,9.944359580756532e-05,0.00024602501434483004,7.343567965029186e-05,5.540714098074166e-05,8.726767093900881e-05,8.821824622269057e-05,0.00012589954611153363,0.00013375023833178462,6.633862068518921e-05,7.869561922729287e-05,9.016977574805486e-05,0.0001426484339189249,1.6927095246601725e-05,1.3805227430950059e-05,5.545948346384931e-05,5.4313145348302574e-05,6.340731944688322e-05,6.581097852864033e-05,3.550331145157055e-05,5.0272719290327925e-05,8.828436325734072e-05,6.055969995065511e-05,7.621785847933165e-05,0.00011709471068176622,0.0001536728137227123,8.659061015329788e-05,0.0001103030738753139,8.470451030403741e-05,0.00010959653271998633,4.418563158202076e-05,0.00013959981585004804,6.656242515081058e-05,7.013814655824176e-05,5.824111048648285e-05,0.00011109963130094474,7.195021303383203e-05,9.918621772459707e-05,0.00015184726973799546,3.4380105582518e-05,0.0001674957588509049,0.00012108675425155429,8.731515809139138e-05,7.156528880567842e-05,4.714068577161142e-05,9.993924693094803e-05,0.00010010921239145468,7.135716910943285e-05,5.7089280232541194e-05,7.199293936645239e-05,9.645198578708247e-05,7.12172829322587e-05,8.530226018360223e-05,5.746406692145856e-05,7.332893321638576e-05,7.410880214432761e-05,9.87736206933057e-05,6.447491751800906e-05,7.159182362010324e-05,7.546165160150096e-05,8.901527151036825e-05,0.00011931515014219263,5.024631121118371e-05,0.00010759474205997513,5.208646682419419e-05,6.711800959304163e-05,0.00011222344203759606,4.078302280194958e-05,7.627664277195204e-05,3.922327279937858e-05,9.011078842081533e-05,7.776973092131035e-05,8.118035599219233e-05,9.56736586213182e-05,0.00017197818921715452,6.021967776169789e-05,6.665645281542554e-05,5.027235794935219e-05,3.987312248377608e-05,2.7951567821247216e-05,8.739566649450058e-05,6.918531285543597e-05,4.588480621618524e-05,4.6821818884766865e-05,8.780498297200708e-05,1.3757589370661144e-05,3.372939668636308e-05,0.00012268539821420592,9.409822708332757e-05,5.942783910403515e-05,9.087665080340268e-05,6.391889901359654e-05,2.9121782873853755e-05,0.00012741591852395576,0.00011124677097521553,0.00010021537691582496,7.564105025424364e-05,8.374884696741833e-05,9.522718037411346e-05,8.080135940626414e-05,5.98492910994712e-05,6.981551662188615e-05,1.5268686606712797e-05,0.00010153149513475081,9.277014863468599e-05,8.576767008964422e-05,5.3348731350667e-05,6.271902302375701e-05,7.536138336816984e-05,7.291045512953643e-05,7.152366466055066e-05,7.751938885484223e-05,7.652126454484253e-05,6.474027081873938e-05,0.0002170007497285321,0.00012101726530995754,8.41497464726411e-05,4.558114488666562e-05,1.4030655525629626e-05,1.4144955629435143e-05,6.182359866462034e-05,0.00012128947523055738,0.0001111842127122645,9.373644576251597e-05,6.435916538586878e-05,6.7631854028946685e-06,7.678147392429645e-05,2.652800179006752e-05,6.88695624204766e-05,9.846528284054833e-05,9.150355328139438e-05,8.892368243922892e-05,3.36016457757451e-05,8.707458481313721e-05,1.2829954597171997e-05,3.753485564309798e-05,0.00011083449753772137,9.152264115302601e-05,2.0351711876516284e-05,0.0001023887735025531,2.7459017084795173e-05,6.992436124761035e-05,8.400344099109935e-05,6.989562655851557e-05,8.48800529653232e-05,0.00012609317637402162,0.0001412818819860915,9.596034889782953e-05,2.803132966136209e-05,8.762227914680721e-05,7.788955898831562e-05,7.84267812739403e-05,8.061492058239522e-05,8.334622290997574e-05,0.00010579082859204532,0.00010691229943334897,0.00010244294363890296,0.0001246559806527527,0.00012116343301713637,0.00011670083194565851,6.609159820056007e-05,7.95942754266079e-05,7.466583183568642e-05,3.351784052412252e-05,0.000107417845930596,8.323069194838536e-05,8.626431382219834e-05,0.00012382948583177227,0.00012127721750921913,0.00011983053343666083,5.9309300108500826e-05,5.903891866537517e-05,8.249568427586418e-05,0.0001052851354732221,9.678214665347353e-05,6.991933370957806e-05,9.983254084262104e-05,7.34001716637225e-05,7.980323974889814e-05,2.9886187333572274e-05,2.9526208010678098e-05,7.355806064050767e-05,0.00012185389456133259,6.198098889062566e-05,8.382781902091165e-05,8.072216949103377e-05,9.07837964681942e-05,0.00011468723611229194,6.078021270195872e-05,4.184287669848123e-05,7.79896076956767e-05,2.6327784546755243e-05,6.315067088459244e-05,7.971962032782253e-05,5.6771748862822924e-05,6.359670627745543e-05,0.00012055828846243321,0.0001077161524185276,8.46944479832494e-05,6.872579219612373e-05,8.109659031161751e-05,5.3394758739203245e-05,0.00010562755861237067,8.536619822769058e-05,0.00010250861316095722,8.37670055599827e-05,8.95992066470391e-05,4.727610765283079e-05,8.422993132742591e-05,8.784197941564426e-05,6.492657911827369e-05,2.6694931309543006e-05,8.675928966406387e-05,4.3059613876874486e-05,0.00013850710793666856,3.1302769844171375e-05,8.028111096184002e-05,8.578075865858952e-05,3.2435078035561415e-05,4.003122680669639e-05,6.52367727816736e-05,9.241815660345237e-05,6.40671617693732e-05,7.593987959371802e-05,7.657754267865934e-05,7.517906684079885e-05,6.546397996004858e-05,5.395190440774137e-05,9.314752585012739e-05,5.6075648304278596e-05,0.00010613222634248284,7.742194826508943e-05,0.0001550554698856043,8.506046382765826e-05,9.776413406669028e-05,6.332633612229339e-05,0.0001169643643219449,5.2395710712362486e-05,0.00010125230628550274,8.465188062868655e-05,8.483415878624226e-05,4.2983956905006884e-05,0.000140902742889205,5.70010125299343e-05,0.00010023444514460399,5.4848319151059835e-05,6.323441580063562e-05,8.566119987061815e-05,8.172601381808601e-05,4.19798066443174e-05,7.140537286238863e-05,5.706112873330958e-05,8.153465734954748e-05,0.00011329246172834498,6.456334569563202e-05,4.537511443021471e-05,9.731366670169356e-05,0.00011721533055857356,5.2842832783565184e-05,0.00012292467738220177,0.00011469731885903243,0.00012791020478540309,6.559885375366355e-05,6.75870148328349e-05,0.0001840592715943454,0.0001016973512472276,0.00010801835152449156,8.887682047415455e-05,0.0001022227385489405,0.00013558121789046263,6.95911331488115e-05,0.00014847811536843075,2.0401041386097715e-05,9.941286113017967e-06,0.00014852610900923776,2.7282079594839445e-05,8.161609573399495e-05,7.990903966965464e-05,6.049765503006217e-05,8.666528462024866e-05,6.093728146050052e-05,8.791610811616317e-05,0.00012623556205998638,9.29543555933156e-05,9.267204438738985e-05,0.00017828755699110155,9.637650034559703e-05,9.00421563921232e-05,0.0001054390267097639,8.919769034881555e-05,5.545080574835414e-05,8.800986571536813e-05,6.255610458613716e-05,7.326234503614106e-05,6.311034309786205e-05,6.524884052151183e-05,8.347201393190503e-05,8.802893994221723e-05,2.8799826834803194e-05,6.614230133641968e-05,2.035252298478053e-05,4.1323503568556554e-05,5.585692876297044e-05,9.103004992076927e-05,4.033501549912281e-05,6.430160144208597e-05,0.00010098082689190378,6.64246000521925e-05,0.0001037234489875871,5.418313968167777e-05,5.232048510875995e-05,7.371330660905899e-05,8.553302821647674e-05,1.4484970857076946e-05,7.392131382558684e-05,2.8795563630818773e-05,8.09730618012385e-05,9.829450392231493e-05,2.558488281201437e-05,9.010565528433534e-05,8.853214369288826e-05,8.918119775558731e-05,9.20834066113908e-05,0.00011686486058434319,0.00012918965138648223,0.00010157579850375845,0.00011338338028438555,0.00010598020377708719,8.281489516803597e-05,0.00010208216142368963,0.00012918690590964972,7.873663770240974e-05,0.00010423324588313894,7.939193576649123e-05,7.663922710702811e-05,9.83409255077498e-05,3.877102492716271e-05,6.087786233307852e-05,7.146557895539877e-05,0.00010879793398668356,5.898456692667963e-05,7.031494155738965e-05,3.5447808621767305e-05,7.942307963748259e-05,8.033735587164862e-05,1.1030292399201195e-05,4.3032444218843286e-05,6.534113343504712e-05,3.2899537410312037e-05,7.870823164668593e-05,0.0001000122441731328,0.00012277386453170936,5.869498744292233e-05,0.0001012807208587306,0.00010268918105681713,7.525809812065455e-05,9.713358608118478e-05,4.424198833245872e-05,4.342866402061419e-05,4.568046031158177e-05,9.114236459036142e-05,9.813099508841615e-05,5.531400294888896e-05,0.00013345519466059164,9.036290526942862e-05,6.141365092429354e-05,9.189941777407821e-05,0.00011491486635173881,9.172671204384402e-05,5.135310114938441e-05,7.968137708066652e-05,4.091673502723021e-05,0.00012761538718312064,0.00010540658867591943,5.8144042405092666e-05,7.423744345595872e-05,8.314482484877403e-05,8.991567793495172e-05,6.988261113005647e-05,7.197939922839902e-05,0.00014513028186998353,7.101707211082983e-05,8.023422321877027e-05,0.00010279379432076169,8.23743126898644e-05,7.001162155036446e-05,7.272425260400754e-05,9.99453166992739e-05,7.865792568926269e-05,4.6539296199805225e-05,8.539124341983755e-05,0.00011344011894161582,2.657946698040642e-05,2.8026096014310376e-05,8.075271239416725e-05,7.539407356661783e-05,0.0001483950790091183,1.1468248439405017e-05,7.373579759033022e-05,8.011272845901431e-05,4.125306330704957e-05,0.00011226252668623357,4.383581708641904e-05,7.186728832218084e-05,6.998797856783396e-05,0.00012737962716135052,0.00010002553403739686,1.3605792752560646e-05,0.0001278079496377264,6.717117287999713e-05,6.109486900197277e-05,8.97874062482304e-05,7.976724863405369e-05,6.464530699926257e-05,8.465038606033101e-05,8.056524826116229e-05
