,factor_0,factor_1,factor_2,factor_3,factor_4
0,0.022969287382117773,0.03890943906788144,0.052023499810254226,-0.0004919851304494546,-0.03672749010132843
1,0.006631862747558049,0.03261730443556954,0.014919889387708057,-0.04266878183243053,0.010398699710797602
2,0.005036645624171992,0.01253316183018827,0.02944209504660152,-0.01979033961391599,0.001310679723017734
3,0.008620328447757779,0.012881609593519857,-0.020263567504228797,-0.08022832768653072,0.01833853896185028
4,0.00474522869895927,0.023864904349587174,0.02427667858531838,0.01993676561973889,-0.0074328643204672334
5,0.001558091281569549,-0.02261023093646805,-0.010815290917551247,-0.006410053509529607,0.004065213438008353
6,-0.018154792327877492,-0.03318375137605029,-0.020247499314781175,-0.0073432400259289205,-0.022451146500147557
7,0.014199178264748149,-0.0007771671754492754,-0.00037460776764089974,-0.0011567814155806666,0.01352136046870517
8,0.0026880838107444724,0.0010568951542928619,-0.006197112045566019,-0.021169049083399713,-0.01747488551624129
9,-0.019493077821582636,-0.013268189255496428,-0.0018586868079243884,0.008416463573199934,-0.02188869494211362
10,0.018481749069736528,-0.0003968254213625533,0.00447367015784906,0.008271513465437903,0.0027616085570396306
11,-0.01568728590022743,-0.008474837328814506,-0.015354594693008716,-0.04475885319536105,-0.02094387523897797
12,-0.02881066125422864,-0.0033829915640172254,-0.03142401184046921,-0.0040740241633796135,-0.0073221725616301895
13,-0.03572849662019643,-0.026044706743246715,-0.02518130171757344,0.0028320548023870397,-0.03994325863452853
14,0.005212419998502679,0.001948091210226757,0.025578741043756646,0.006003274902353664,0.0051673501206907875
15,-0.008581941990669816,-0.014602210460963841,-0.015071659155758473,0.03785796885993884,0.019266766106544753
16,0.0041050052538113375,0.010172028570697808,-0.02918501554211716,-0.049388036008392394,0.0017308639086898107
17,-0.018456162018820978,-0.01717243956770132,-0.003908527887281708,-0.03577007140637679,-0.011357179533843702
18,-0.01891160950664465,-0.02545547365874985,-0.019531110802611905,-0.018494047630113048,-0.00823923440201267
19,0.02584639992731591,0.036630962952673464,0.05235843961096959,0.023192035070194867,0.017069677730054043
20,0.020924183962144256,0.0027338986235492567,0.003346487723402905,0.009877296785215865,0.01166005785320746
21,-0.012175694652787013,0.0037569379616401253,-0.006966196106857152,0.03606544066939397,0.0008064242924972309
22,-0.05252237445152673,-0.025044648348245355,-0.038067111480378155,0.007327687874267358,-0.005350275352140631
23,0.0021040396367523724,0.013199281613899945,0.005858002244138418,-0.015338821167530044,0.006420186511060841
24,-0.012415527354755509,0.004192266948812173,-0.018804578627012576,0.021315820402993263,0.0003065201011566256
25,0.02012669052788148,0.015588596441110552,0.02801216778087669,0.024749973827122563,-0.0006003713068575665
26,-0.0031342454068998904,0.003684391831765257,-0.0050525382729291295,-0.032202181360932815,0.002411416389976686
27,0.01612661764950758,0.019440961781797376,0.030817631182430506,0.035346029702071576,0.027204690206196067
28,-0.0027901859374841118,0.008322151361568376,0.0005623636392358239,0.0019401306129090963,0.019598572228031817
29,0.029803047857805236,0.010868455150550248,0.03201030855461675,-0.0058121261790992414,0.026807166798196596
30,0.007117134749316118,-0.003829139255397525,-0.021743624748828586,0.010328753750105831,-0.005002512419796279
31,0.008885603221964057,-0.0036175348195759747,0.004443911549453879,0.018453680222319562,-0.0049102317341640994
32,0.006675011001057305,-0.00816726680102977,0.011898672496741154,-0.011316918352080516,0.01703784203925953
33,-0.002425126888517032,0.0020167520581582925,-0.026383254321316843,-0.04527766308927953,0.002007309239850579
34,-0.021943243701988045,-0.019940129255260924,-0.02906658760485928,0.009930064074430844,0.00515114806800991
35,0.013340029593738346,0.013724334932670822,-0.014722471951282168,-0.013231164018702597,0.01517786485054857
36,-9.086108727414068e-05,-0.0002880944049883918,0.005302495472132457,0.017123755522779758,-0.0046848113228485045
37,0.0014022113890827445,0.019657617657009484,-0.0036753260623574703,-0.006551548003144722,-0.0022519642287659645
38,0.0202233592354518,0.01718280937290307,0.003045549881489026,0.04506735271313467,0.026238913837335145
39,0.005013208944662274,-0.005441336515925349,0.018680489964138475,-0.005289814705935621,-0.021509014080855836
40,0.0006903942916623785,0.0076877083971676335,0.015204095066478,0.0017452944261232713,0.0001796955156047484
41,0.004454806724336738,0.003624204084207644,-0.018216816882641127,-0.014730589259309526,0.018656155592229745
42,0.024667092811884127,0.013410920281343145,0.009954386394310982,-0.01939671330900457,0.01782921360912195
43,0.0007209775460072363,-5.1144783523780074e-05,-0.007808046648050317,-0.017420687401616567,0.025236906192431574
44,0.000921451515470358,0.0033848750201263926,-0.0027844522565629855,-0.002907111990584801,0.009671934725711344
45,0.007586855817445923,0.016475073810828123,0.004234867372905331,-0.017869194322858193,0.009193696588207751
46,0.00479929365638299,-0.0028635843655535247,-0.0080041923881403,-0.028966280644399857,-0.0040506713998551
47,-5.544352779887597e-05,0.005518404689444837,0.003803990085160593,0.010810350824576851,0.015481077649371018
48,-0.002940309692036073,-0.020691864857365454,-0.02958753431590138,-0.00793179064133417,-0.0026274476430912783
49,0.014427594803901808,0.007573911454435802,0.013516016106130548,-0.012606373900785315,0.028234759305743796
50,0.011536518610953212,0.005149612092887378,0.001663496019801009,-0.02768390176418665,0.008754668892947204
51,-0.004650152223892712,-0.013352597005689458,-0.04630630856650297,0.0025946053815512865,-0.011494728724224745
52,-0.012095262510570996,-0.02010419742027048,-0.024660849319564467,-0.00031618069688917646,-0.018721922215891106
53,0.010216139923774317,0.017371225993843012,-0.025550971971450256,0.013717243014685776,0.030239769331193378
54,0.01085593347833276,0.01364581374427912,0.007521595491540423,0.006444966066639026,0.010253987928515213
55,-0.010069183686162594,0.004198656758891372,0.01134758919896873,-0.0368890417389713,0.0001657579087150694
56,-0.007295486673163947,-0.0035171771747757406,-0.042693310978260554,-0.023870425450873773,0.01805772952751477
57,0.0013012701831741388,0.0018832028254171362,0.00494134753696932,-0.0006437322077010461,0.0172069245663786
58,0.011022120721065193,-0.0008206406698213868,0.03750326199409152,0.02025313304714668,-0.026720064589425552
59,0.0004704859202925717,0.0006932267850368427,-0.0020031832028558575,0.02213243119736138,-0.005779016933459811
60,-0.006151227484693041,0.006564501429262978,0.021180252439112028,-0.015932739570833993,-0.027219990513385445
61,0.01301871923916782,0.002718044315461414,0.03595585257508564,0.002615342997145441,-0.008395818636370154
62,0.01767613898915664,0.02586261723183561,0.024387667464550816,-0.0035576505878534407,0.04516171965006945
63,0.004129310238140939,-0.0027508960111000576,0.010803664943206647,-0.03643748778581684,0.023699094069618305
64,-0.010794865478458327,0.00732971030598685,-0.015976422395631112,-0.00043723031181082216,-0.010093385607023438
65,0.001551971615520196,0.009076529260823172,-0.004813903772546206,-0.017923670439954107,0.0025323760593257173
66,0.00994386232333552,0.002930192287242765,0.0032176160773546786,0.014473373680133506,0.017921742221450515
67,0.0020453123234903444,0.005420875801241552,0.003864831089199575,-0.009644757080356387,-0.006922124690225754
68,0.0004895229571376274,-0.001970128357630628,-0.01447379043301269,0.007607554980088776,0.02300669025530902
