date,SRCL,XRX,NOC,CTXS,DIS,ALL,LM,NUE,A,CCI,XOM,KR,HRL,XYL,PFG,TGT,NTAP,LEN,AMZN,AN,ALLE,FFIV,ALXN,EOG,STX,DNR,CSX,KO,TJX,INTU
2015-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,-0.011684224969092227,-0.022360145493907843,-0.02213037375118599,-0.024189666132281407,-0.014695256154084747,-0.021521840109247854,-0.01978101693094804,-0.03708117654740731,-0.02058096680328909,-0.006887643302073054,-0.02774688424448249,-0.006507541156587746,-0.019463874454701522,-0.0631061316421313,-0.034475900086849226,-0.016007888246213357,-0.03605201330287587,-0.009434059297699362,-0.02377044585880412,-0.013043671815677697,-0.0036260162756186287,-0.005704179823113793,-0.025915641939205796,-0.05992959351448593,-0.00774661465878243,-0.08144355138711884,-0.02871444663420114,-0.000750600252193835,-0.012285684791607058,-0.00552125425542525
2015-01-06,0.003457202928848551,-0.015371127619675538,0.0037583369093478446,-0.03044810309274239,-0.0063768235226925925,-0.0010610170006785293,-0.008908257045977353,-0.019679058190794695,-0.018128928233189817,-0.0033844174463138997,-0.007842967238473282,-0.004848416969144996,-0.006993309664898792,-0.009383222556415055,-0.01362738284233122,-0.005516064500825268,-0.010335729314599789,-0.014067550069909673,-0.025087060378518877,-0.004826990621781612,-0.005424797344068707,-0.02673770415945923,-0.023023459529488408,-0.03238983218828591,-0.026732751630942107,-0.030068634415114877,-0.041430349775981576,0.0070885403025869095,-0.007510956784248356,-0.03568949241955954
2015-01-07,0.006942565654271066,0.011593710415558423,0.02984016290683376,0.01556091170102081,0.008342753030440237,0.014934937613743836,0.014491480396209509,0.010648208111036062,0.01188993254128799,0.01837019919764161,0.010442578045979875,0.03113092996279156,0.014487957159568047,0.008630644334656696,0.017499077892462852,0.0383327825963594,0.0027798911859708126,0.04704427583313931,0.010223199302892654,0.004077817750481232,0.012942734308387984,0.013533685634140211,0.05277993539987053,-0.0034153660583465337,0.0005915461317086554,-0.03103537672049638,0.010249980277352275,0.01279698724931322,0.019720203389545336,0.006507189528864631
2015-01-08,0.010132959317921783,0.024863332493203986,0.02339919108888011,0.004581177274929418,0.010427237203313181,0.016968358994367036,0.016034509508917723,0.025473451284973938,0.0293762665534169,0.015592759109046398,0.015227852604090373,0.022924723576453077,0.007847465477022225,0.00781471712000075,0.028402033563525983,0.00503048390573169,0.023538988982577242,0.024907809556162484,0.007178883193282263,0.010990205686043591,0.012762519222285084,0.011692759506244453,-0.01999237943814945,0.03841743839416043,0.012425595228701854,0.04385809360448324,0.018622098809075456,0.01084602943960097,0.0032699314886104718,0.01131380987874405
2015-01-09,-0.010868494282592617,-0.001801185547625755,0.00280421724421849,-0.006529835654984943,0.0029853981241407613,-0.00943904579499214,-0.0019651370145545516,-0.004848086195988356,-0.004064463292713007,-0.0031343363263875105,-0.0018138283765923551,-0.0061243088607575635,-0.0073113014054883175,-0.019804469373697307,-0.012726684347188441,-0.004322165746366451,0.0020981490418560253,0.001123788535136169,-0.011959737949849678,-0.012586804463578526,-0.009086263444436018,0.003780707147397252,0.0037208918357486895,0.007230168126494023,0.01387444310335728,0.018879052370508007,-0.004216888927258841,-0.01186274676874642,-0.010917118819015269,-0.02118077162244294
2015-01-12,0.001600577408298951,-0.008193451044450297,-0.007110708204967748,0.0007718172265251868,0.0015220173984022366,-0.01118468381444284,-0.014723557716964542,-0.037538021396948944,-0.013451401445182592,-0.0013497270984187352,-0.019280430556394584,0.0016033925376079524,-0.01665925013267099,-0.023091174535002257,-0.017765753131804028,0.003437834941514376,-0.019645506580750465,0.006797013218751119,-0.020597581654806057,-0.01618249070700416,-0.017360976063619755,-0.016732246885972333,-0.008044534970929778,-0.034451315012023184,-0.020670758089521634,-0.06044338639876927,-0.016247053708710747,-0.009951436703691066,-0.00758708122784164,-0.01720307329825097
2015-01-13,0.020357280071918376,0.005254030332536127,-0.00023959804650144806,-0.03426213294630747,0.0061827130453950135,0.004695790955262159,0.024613394453827767,-0.008452234590594887,-0.015361992600340647,-0.003998903139949189,-0.0029142468945448402,-0.001363702439589713,0.0018155705228311925,0.0023613076864230547,-0.015157347879370479,-0.01204932372030922,-0.013486805049732202,-0.01747424677139229,0.008314844006850045,-0.010914069874080107,0.0013893273107489018,0.004161697472501922,-0.024937767344354038,0.0060365220002451285,-0.004425972707754372,-0.008894313522715578,-0.007971102213983056,-0.001363144795355747,-0.005777086930123399,-0.007504265677315708
2015-01-14,-0.00211902601366893,-3.117285960526489e-08,-0.0019963300416024725,-0.03063548533258666,-0.01050187880833304,-0.009000622691833476,-0.006301206889022281,-0.030301307449703586,-0.012906591234725377,-0.0015081984110763818,-0.005689843517769649,-0.005578571622502314,-0.006607374549311848,-0.007038252531125414,-0.02271455398136316,-0.023097458595848507,-0.015574431115886878,-0.015068006298806632,-0.008712916601423138,-0.005785796609511241,0.0014644160278600282,-0.02299544608248381,-0.02367608728874747,0.034467989346392065,-0.0008855327882441816,-0.01043217183625103,0.002534687930939691,-0.0053140630022538915,-0.012830278954379205,-0.005587164349494054
2015-01-15,-0.01092432552060884,-0.02346382137302011,-0.0020410035150568535,-0.015674580869335396,-0.0009413791280279643,-0.004195852050041541,-0.015203288934793033,-0.008762407496040247,-0.02881138883045203,-0.005800911338763693,-0.011762527671931398,0.009661232690552815,0.009960904396129462,-0.008581428397856451,-0.017239345406274777,0.017941279419644466,-0.014803614213531132,-0.06933247664474648,-0.027740384600473057,-0.019203550373568683,-0.030518426883666572,-0.013180207510071993,-0.014486411043275806,-0.014083188238834435,-0.03301227760167188,-0.039624919220627,0.013133555891390243,-0.007164188577743282,-0.014489052565570967,-0.01634534919974502
