,factor_0,factor_1,factor_2,factor_3,factor_4
0,0.0012272512575469,-0.007354530775342056,-0.010773653393411279,-0.007248820989371968,-0.005571917798211839
1,0.038859076922324966,-0.024827006393063327,0.05283144816883216,0.004143300567331958,0.018243212119062997
2,0.021503421786675126,-0.020208655345358786,0.002671964576687196,0.003077513471443966,0.011649816760620444
3,-0.01955405596669835,-0.01771078844977416,0.02049237842928354,0.007691735567048557,0.04558731051022097
4,-0.03269777067327209,0.0026810750160673035,-0.009992829578122914,-0.020096032970233595,0.002525146698925765
5,0.016984943135753112,-0.002079723876043247,-0.006914087161417072,-0.025527475508298317,-0.004456357900602994
6,0.018663047748565555,-0.01609909983304074,0.03131835123884317,0.02118314418586254,0.011715880647956887
7,0.007234507576330961,-0.0042754922222059885,-0.0033305525389538612,0.001648809061238758,-0.00930028744594959
8,0.012636875855198938,-0.01789755439787064,-0.01877381717478364,-0.015136272289655204,0.00249167248120937
9,0.019818784312294297,-0.02149479800157633,-0.002230069299542848,0.009042706671884693,-0.03082395809095297
10,-0.025285332851633934,0.0064114493912908075,-0.037116888711172615,-0.015711543352637754,0.015140375108095992
11,0.00221755834115293,-0.005655804058581951,0.012050148045705042,-0.013530114127971261,-0.006031673573974399
12,-0.012488465558086987,0.010966404852595372,-0.040205592804973676,-0.016271737132459344,0.0019017576127615102
13,-0.026891202594812872,0.0007549474220137388,0.02900235460916247,0.020567681786606406,0.018080526067998853
14,0.011821409535108867,-0.0062258377329699275,0.009776240798705042,-0.013099475992871638,0.013021903377185342
15,-0.008397364601563866,0.010136045947666057,-0.023320751382522775,0.005886510471107196,0.013270037238784678
16,0.017850103335425613,-0.0014160369601530125,-0.022312087235259445,0.012618337338144811,0.010317330001929229
17,0.029088675563290867,-0.013365870405611678,0.05219346870409105,-0.0038731424475023733,0.012845913587245775
18,-0.01604180360001629,-0.006875973534777343,0.011923288410172142,0.0040377813225339855,0.0006780089076583327
19,0.023340541802910036,0.028602030356297634,-0.03630910169205131,-0.022359870742443756,-0.028969766155113253
20,-0.025143370899716626,0.019635377450266705,-0.04980075621643052,0.010336610764354914,-0.018237091747810685
21,-0.0321130131933182,0.01972021720258456,-0.035176109827080415,0.0018076518523757001,0.018055517644629003
