date,IBM,PPG,CSC,COP,BLL,MRO,PPL,DVA,VZ,TIF,BK,BA,BBY,GME,LLY,GD,JNS,HCP,AGN,WY,TE,RRC,AIZ,RSH,CVX,NBL,COH,CHK,SNDK,GWW
2010-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-05,-0.008458582124222236,0.004955669557383823,-0.004575160242696449,-0.000896874193495874,-0.007553807557118932,-0.0007764102212274216,-0.013145236888741557,-0.006986999093683214,-0.00023302046680471686,0.00769498488458622,0.007405034344055206,0.031177102721552566,0.024227340820456415,0.030311145208703684,-0.01744488386692918,-0.001640435097522741,0.0334580706875546,-0.0018420411485436348,-0.008794279478120101,0.020365901900721496,-0.008110769437726203,0.012945457663248134,0.030950263242348675,0.07684970464093474,0.007193931452521797,0.02294285486414093,0.013784169213428088,0.03244709707523862,0.0019614154282643105,-9.566302768543625e-05
2010-01-06,-0.006118627046509677,0.010215746837422737,-0.0029530553368233427,0.0037797905265509898,-0.0015057254342193925,0.01636154056321633,2.4808725008627214e-05,-0.007780602630120862,-0.03149760890798446,0.013128529862238836,-0.016429573623411128,0.021535888762507158,-0.01569634245931671,0.02024234857141497,0.00641175272278928,-0.006086173063023323,0.00128402792639356,-0.007573765169152027,-0.006658896219394559,-0.010972031479024731,0.00021342134308908849,-0.007475576680100093,-0.006765548617454707,0.00459289454596678,-0.002294663950172274,0.0035144472794872645,0.01543732404853159,-0.020852872173685533,0.019994921085105585,-0.0007116492239659612
2010-01-07,-0.007168656750238131,-0.0032063496743872056,-0.017068850073540868,-0.010757485019021839,-0.008467076233412895,-0.01659044504402668,-0.012044107327528874,0.0033377616306945043,-0.008496239997584785,0.03462743296282073,0.035901769761251145,0.03640217789052831,0.0008047199699863939,-0.14772412381724775,-0.006883205374855512,-0.003979516101684993,-0.029536558948438783,0.008217855658895845,-0.02452252324675388,-0.013432880767597645,0.0037345777252579173,-0.013155254201214718,0.006819500884733878,-0.018723822827237047,-0.008352377084754179,-0.02179589989454897,-0.008334445024199555,-0.005941135972790594,-0.04170849713190676,0.003777452782856576
2010-01-08,0.002742849060565211,-0.009218250513976766,-0.007793346489338562,0.0012000156893835212,-0.00016498128795934324,-0.00804870338586536,-0.008212508901400184,0.015150635549378094,-0.00011799121041685345,-0.024734273382091852,0.0024750932195720444,-0.017599831293517665,-0.048741366894437366,-0.020080320417075834,-0.01108849219718382,-0.005510964695100401,0.005375223567988923,0.002978001910203887,-0.010690359880422806,-0.01232437373623694,-0.005245001616861848,0.0023107194754911804,-0.002869433621521787,-0.0008897484496702183,-0.003253259394914552,-0.004316052944271037,-0.014074984942648036,-0.010568725099794441,0.0066288614572835546,0.0016666515617858695
2010-01-11,-0.011776674897211927,0.0008624845926187403,-0.004971394985738108,0.008204321750103006,-0.004850191903694257,0.0031836864995103075,0.012772291937149167,0.012762527224576006,0.006100102611187357,0.011332762102458946,-0.015127610348405518,-0.00806381107024386,-0.015024816945100248,-0.0015192996134114122,0.012798042442533825,0.020153753486674583,0.05518664485451161,0.014730056277166332,0.00027435738441757007,0.009698432648096894,0.013028648554712434,-0.027254478168994067,0.008277686274450727,-0.0007491022689171505,0.019455792578500955,0.007421207292129408,0.027586704667276963,-0.025980135616674276,-0.01846583499970403,0.0027679245903432445
2010-01-12,0.004421358679688035,-0.023912071277623542,-0.018148060761162575,-0.026981675451556174,-0.007999417041349424,-0.019400240720025233,-0.0007462697567465962,-0.009190677563744136,-0.001402146985572433,-0.009536431761623887,-0.0033843006557996783,-0.010136540107652019,-0.0036256708526397046,0.01842936604415506,-0.00762474887290706,-0.01047660119759987,-0.030344010884044845,-0.01612477949039872,-0.01394048300378236,-0.019543177176018618,-0.013793274099490773,-0.02829019910907894,-0.010644078249488213,-0.0071975118204312145,-0.008716026469344012,0.0038852302139186458,8.307937109999254e-05,-0.019245622682438034,-0.05223714744555782,-0.0050101045241098974
2010-01-13,-0.0012376230113093879,0.007958050692741657,0.013143882750836897,0.00775786787453518,0.0028677071288470387,-0.004140109003362753,0.01359845882191106,0.016538720110284153,-0.002192870018604662,0.01357324301156626,0.00938236506140957,0.013102132561370735,0.012434016028396798,0.00032298344898522204,0.015486576564779125,0.018199627628589343,0.0076202509403106924,0.006276087843138741,-0.002631348732429028,0.011773883648753739,0.005480659498787709,0.027118240704970573,0.009446811058199691,0.015879448426408628,-0.0064451880723512545,0.008373796037167517,-0.007014065214479916,0.009574247494957907,0.040141324290604144,0.008784624690374122
2010-01-14,0.017687542628410175,0.022659195278110722,0.006787127060037994,0.003393947085770504,-0.005281653609568588,-0.005484773794110777,-0.009352240341832678,0.0020098863246305436,-0.019016423623163276,-0.03319162307793461,0.0006877447897352769,0.00852168907349338,-0.012621686892506038,-0.010584242018208182,0.004135035533168429,0.001166480920903676,0.00518440721253627,-0.0015859311103146511,0.005963733127488612,-0.009251670633977653,0.011142905721624475,0.023571691522826742,-0.007573533127946064,-0.00833636997473372,-0.0029746226323050626,0.01108469842596266,-0.017170263704419212,-0.005783124357026419,-0.01923524553720261,-0.003789342862948186
2010-01-15,-0.003540220028823652,-0.010855955793193015,-0.017299512019860026,0.0004982279676402003,-0.008099276206890856,-0.013035745849602962,-0.014739630838899233,-0.01323815554219472,-0.01971105599911565,-0.0046580519704147415,-0.010404911489083991,-0.012590413334889599,-0.013469366333545913,0.00022971393952942503,-0.0060184687365790615,-0.006504823484806555,-0.015719624678882986,-0.005576200625668479,-0.005554820026145405,-0.012303480921728453,-0.010938494572608301,-0.018630989031402236,-0.02046390093633122,-0.03036780676057837,-0.006876153375178892,-0.0019930806715647027,-0.016809139677274473,0.0011926357110206686,-0.05548192712432992,-0.0067695220719697115
