date,ADM,BAX,AT,RX,PAYX,WM,BLL,OKE,MU,DJ,NYT,GDW,CCL,KR,PD,OXY,CPWR,AFL,EDS,MDT,AA,JWN,UTX,IBM,CD,ETN,EIX,NEM,MTG,WMI
2000-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-04,-0.003311400544922157,-0.025777987103540942,-0.007392617256839141,-0.028097267372275928,-0.06631375006442927,-0.04838174486918133,-0.030420789628451655,-0.0057717223529116695,-0.019223225773445197,-0.0014533420330640782,-0.04323262951992324,-0.03521210082849548,-0.007104038867425406,0.04674759043036287,-0.0032711264428452813,-0.020488066664016848,-0.04863433067733734,-0.02721877535082516,-0.050668870418387635,0.003356468586517092,0.011729754120401188,-0.03890803293967512,-0.0376719530066175,-0.02726828146870932,-0.03744339742169268,-0.03263919329254235,0.010968972118681022,-0.06736603938132482,-0.039020487301537884,0.009673527945473989
2000-01-05,-0.018263618919391805,0.045331457701795405,-0.010878161066658763,-0.010359906874164791,0.04752895783893342,-0.013259256848233708,0.0247456820574343,0.0075606531581905514,-0.011571213133070362,-0.014990357681934074,-0.009494597962575386,-0.0006118986822137643,0.035533663590752954,0.012272075272404644,0.0651467827016443,0.008724737966838272,-0.0728039504738623,-0.005283656341224938,-0.0360967981992784,0.06749958057871121,0.06677338739446596,-0.020405943273146328,-0.026246479349159108,0.02505953467076511,-0.01698473013181909,0.0039700354204838745,0.04970539557276922,0.015952896511916878,-0.0020131163449129026,0.002825996639526186
2000-01-06,0.0029162324334757956,0.023276632371369812,-0.00922425751396974,0.006391026957888825,0.045494400399808586,0.032326387578749304,0.014558032320281432,0.003517383190966726,0.02596177926114353,-0.010658792580588706,-0.00845268760564554,0.014588448740025739,0.0160539758560785,-0.03304541880602174,0.007416064692690913,0.028538670055241716,-0.2083314648887896,0.023281417183835217,-0.0008671098878402844,0.03647922898376868,-0.009317482929467848,0.05297122265293814,0.04053413942108722,-0.00010742938608738518,0.02164159286410452,0.019826613106175825,0.005905589828597706,-0.006760384654189681,0.005547826644479491,-0.0017209427208368369
2000-01-07,0.0127172325599824,0.0550650907870751,-0.009448421847930195,0.037554099832586216,0.03084206159553334,0.0453100021076362,-0.03371634319871939,0.03239681070903824,-0.032839761682734774,-0.004304664440630354,0.020301072540951044,0.008454550612190614,-0.015999581427771213,-0.0132193652223879,0.013658957006743567,0.02663118548487248,0.10065800761881474,0.0029142750047999356,-0.011975737720207002,0.11083044114276788,-0.012738550120334063,-0.00627484849427485,0.04274138203910581,-7.901900541242186e-05,0.03726153742359745,0.02792052851703879,0.039765288050616125,-0.044505452934648075,-0.012425399359081482,-0.03224118080017515
2000-01-10,-0.0015156654464423941,-0.03804138818665281,0.036756198448997295,-0.022291975411580685,0.01067025800195568,-0.035059540924919745,0.02527589067216125,0.004233212381595254,0.03563803039002998,0.05765549889477783,0.047574417002788,-0.026525374510246485,0.03511014859015946,-0.0344961502233456,-0.023732714890889333,-0.025262238829144176,-0.12717655455874444,-0.04854757349001817,0.045871480945508206,-0.011864784170454279,-0.012077821816733813,-0.008450810978758133,0.0071677033929654355,0.04412350986432255,-0.07154564877388013,-0.027561439276735888,0.0041504816506667905,-0.01011368242775015,-0.010632316342008615,0.0013842375743974228
2000-01-11,0.0015686068267955974,0.011404222409194642,-0.0014260125105945345,0.003420596104207291,-0.017904265507911674,-0.0054513584361005965,0.02124520295368037,-0.005169762929102608,-0.003107038879619755,-0.011566125398939071,-0.013342395611097284,-0.014752104251401929,0.035912212849958616,-0.00021618047558745468,-0.039038045842442706,0.035785801860580835,0.01611316786115425,-0.028903164297134076,0.054721521502447946,0.005594768503936326,-0.004927396923668714,-0.006117749298238246,-0.01121683393940547,0.019161223089950278,-0.03460163202075355,-0.0003287635950812765,0.0041232406947994205,0.05475676236997901,-0.019793646405704007,-0.005553622869144252
2000-01-12,0.026316544872316966,-0.006545033827535981,0.007069510274408332,-0.01114057627998998,-0.01909003115024033,-0.01165536329597341,-0.04761254794309502,0.02468680439829051,0.00567480694455429,0.007763281611551367,-0.004966906246221672,0.013087291220654036,-0.04052241128523522,0.01805157737663156,-0.01589303715827757,-0.0036343706199948225,0.0741325909396383,-0.006442875692363518,0.007876776822766133,-0.001248133839440428,0.0015243318782370806,-0.037695840190731876,0.017969022533934207,-0.004018325391278256,0.06317487706075284,0.0006475470246677289,0.00740141829259211,-0.009792732969383414,0.00805608484569729,0.02338243949475507
2000-01-13,-0.002835368616929558,0.0240897557123651,-0.0012997988447006623,0.02970795894929411,0.049007715132322036,0.046740940081126066,0.027313590792295398,0.027134341677586916,0.020703844647095404,0.013904432085770586,0.029484793856058088,0.024274808431654003,0.0349812090003442,0.024320376986187584,0.0017530506432033625,0.028116771784266286,0.05036973447195946,0.021908288941183823,0.0075610915756682655,0.041013082431069964,-0.020264525080305552,-0.04972131127051514,0.013452740856020797,-0.013738323072167864,0.0030814410036793644,0.0033830874620416253,-0.005862579102071174,-0.0306384037545976,-0.003704045503306575,0.004906752847619359
2000-01-14,0.03948387190518281,-0.02586061706374245,0.003802666361065913,-0.06011400191463753,0.0641610773066972,-0.011201800328609832,0.0464863878109657,-0.013276945567799472,-0.05223487488287532,-0.03658226510576786,-0.028933035252756683,0.014331769972970242,0.005596291579746036,-0.03306085814961429,-0.026705082560499655,-0.015207918098528927,0.005795387824479256,0.028931158602177896,-0.019746268841181337,0.0008509186238868337,-0.031009680544376948,0.0038172332015684943,-0.03422555699809259,0.009360453554637167,-0.0008399872223721176,-0.0046990769994598,-0.016320299894351672,-0.038002710127702975,-0.03559099577111728,-0.018423721646136974
